customer_id,first_name,last_name,date_of_birth,address_id,customer_typeid
10675,Pete,Marks,6/9/1969,304,2
10196,BraEdon,Boone,9/13/1986,500,1
10568,Mirtha,Bowman,5/26/1965,606,2
10748,Glayds,Russo,5/30/1996,620,1
10740,Eleanora,Gates,7/17/1987,655,2
10161,Unknown,Pena,3/23/1975,634,1
10449,Shaun,Arnold,10/7/2000,768,3
10044,Jeanmarie,Fulton,10/8/1976,298,3
10676,Ammie,Mcguire,7/7/1967,331,1
10511,Shaunda,Watkins,1/1/1998,195,3
10759,Reginald,Anthony,2/28/1985,421,1
10425,Suellen,Zimmerman,6/2/1986,956,3
10080,Freeman,Kelly,5/31/1974,97,3
10437,Lincoln,Bartlett,2/22/1978,182,2
10536,Jamie,Swanson,3/30/1996,523,2
10123,Cecille,Spencer,12/5/1993,499,2
10436,Chantell,Schneider,1/3/1993,268,3
10720,Gabriel,Craft,4/23/1984,1083,3
10118,Tonie,Heath,1/14/1993,681,1
10208,Barton,Hart,9/30/1976,251,3
10253,Charita,Farmer,11/28/1999,137,3
10843,Salena,Burton,10/30/1968,77,2
10793,Marinda,David,5/8/1960,375,1
10689,Melita,Beach,6/12/1968,754,1
10755,Damien,Hatfield,12/28/1960,824,2
10384,Mammie,Faulkner,1960-08-27T00:00:00,988,2
10900,Shirleen,Gamble,2/20/1960,962,1
10320,Lavera,Keller,5/20/1989,244,1
10170,Benito,Talley,7/17/1969,335,1
10813,Rasheeda,Holt,2/2/1990,1012,3
10267,Toshia,Reyes,11/10/1973,1196,2
10046,Lilli,Hyde,6/18/1963,364,1
10821,Kathrin,Rocha,8/7/1963,1052,1
10240,Criselda,Hull,8/7/1989,844,1
10875,Kanisha,Houston,8/31/1989,992,2
10819,Shane,Aguirre,11/20/1981,1103,1
10467,Mike,Keith,1/1/1987,595,2
10904,Jason,Cameron,7/7/1973,596,3
10902,The,Lindsey,11/25/1992,480,1
10531,Kurtis,Cardenas,4/21/1964,160,2
10677,Gianna,Day,4/28/1995,1091,3
10991,Nieves,Baird,11/6/1968,233,1
10145,Unknown,Rogers,3/22/1985,869,2
10655,Lurlene,Carver,4/1/1965,931,3
10400,Maryam,Small,9/28/1990,556,2
10580,Val,Romero,11/1/1991,103,3
10209,Eleni,Joyner,8/11/1998,541,2
10639,Mitch,Carver,11/26/1987,99,1
10479,Bernardine,Reeves,2/3/1969,120,3
10849,Dino,Calhoun,12/23/1983,480,2
10401,Hilaria,Rasmussen,1/8/1994,96,3
10668,Edison,Walsh,11/7/1973,727,1
11076,Devorah,Kline,2/14/1996,423,1
10881,Lachelle,Jones,9/1/1998,1104,3
10560,Quentin,Pope,6/10/1993,967,1
10679,Pandora,Cooley,3/31/1969,1018,3
10579,Hong,Carson,3/20/1970,658,1
10311,Vashti,Gross,6/19/1995,28,2
10681,Odell,Estrada,8/3/1989,399,2
10988,Van,Hinton,12/31/1974,69,3
10696,Timothy,Fernandez,9/2/1968,328,1
10072,Bud,Lynch,5/7/1990,1199,3
10495,Harvey,Lindsay,5/22/1997,703,2
10307,Van,Frank,6/10/1990,217,3
10205,Raymond,Booth,5/25/1986,854,1
10038,Juliane,Compton,6/12/1984,194,2
10150,Virgil,Horne,10/18/1982,1148,2
10248,Carmelina,Sykes,8/31/1982,376,2
10478,Wan,Hardin,12/14/1993,621,2
10683,Lane,Love,7/29/1970,677,1
10888,Clay,Duffy,5/25/1961,1169,1
10424,Santos,Atkinson,9/14/1969,502,2
10144,Jospeh,Hodges,8/23/1993,477,1
10684,Lindsey,Henry,1/30/1983,165,1
10626,Johnson,Lawrence,NaT,143,2
10763,Benedict,Roy,11/3/1991,937,3
10539,Arletta,Sykes,7/14/1974,138,1
10337,Jamar,Brooks,8/20/1997,590,2
11031,Van,Rojas,3/22/1971,590,3
10179,Unknown,James,5/9/1972,235,3
10871,Tiffiny,Vinson,5/9/1964,362,2
10855,Kit,Williamson,6/20/1961,1142,1
10130,Wava,Strong,12/14/1987,554,3
10551,Ashley,Mayer,5/13/1995,621,3
10434,Raymundo,Castaneda,7/2/2000,561,1
10572,Demarcus,Hancock,10/27/1978,642,3
10409,Ezekiel,Roth,3/11/1960,193,1
10803,Omar,Vaughn,2/9/1991,850,3
10761,Yuri,Brennan,8/9/1961,707,2
10503,Simon,Nicholson,5/31/1985,1110,1
10968,Melvin,Logan,5/15/1961,775,1
10426,Damion,Compton,7/27/1991,1190,1
10741,Leroy,Clarke,6/17/1962,437,3
10086,Rafael,Buck,5/4/1977,524,1
10093,Jacquelyne,Mcpherson,6/10/1974,1015,2
10468,Earnest,West,3/14/1983,957,1
10926,Verline,Steele,9/5/1982,391,3
10929,Kareem,Schmidt,7/27/1992,451,2
11012,Angelika,Hoover,9/16/1976,901,3
10362,Yessenia,Conner,7/6/1999,704,1
10648,Bradley,Richards,5/19/1977,949,1
10525,Lucio,Unknown,11/13/1967,1060,1
10190,Kareen,Tyson,5/15/1987,325,1
10361,Hanh,Vincent,9/28/2025,29,1
10699,Claudio,Unknown,10/15/1983,614,2
10198,Jamaal,James,8/6/1998,358,2
10140,Eddie,Contreras,7/11/1972,230,2
10332,Salley,Buckner,3/1/1987,1080,3
10069,Vena,Huber,8/17/1989,905,2
10063,Adolfo,Bean,6/12/1968,358,2
11055,Martin,Russo,9/17/1988,116,3
10168,Lonnie,Benson,5/17/1992,916,3
10672,Jaime,Santos,12/5/1999,1010,1
11033,Johanne,Burch,11/10/1988,934,1
11093,Larry,Lewis,8/20/1968,103,3
10149,Elijah,Sweet,11/14/1972,548,1
10373,wrice,Giles,11/23/1982,838,1
10957,Adriene,Slater,12/14/1998,917,2
10588,Dino,Valentine,4/14/1963,674,1
11030,Rudolph,Patton,11/4/1990,571,2
10687,Alex,Blankenship,6/1/1972,919,1
10491,Delora,Richmond,9/13/1990,39,3
10017,Kristopher,Whitaker,1/1/1987,642,1
10004,Natashia,Gillespie,5/27/1985,668,2
10239,Sean,Pope,9/13/1997,896,3
10992,Deon,Kline,12/31/1976,758,1
10656,Genny,Woodard,9/1/2000,1043,1
10937,Wes,Gamble,10/5/1970,1047,1
11006,Deshawn,Unknown,1/20/1973,55,2
10462,Vashti,Baldwin,7/13/1975,530,3
10912,Mariano,Bean,12/10/1976,95,2
10355,Jacquiline,Unknown,9/18/1960,1107,3
10043,Beau,Byrd,5/8/1976,1044,3
10606,Theo,Ashley,7/13/1997,937,1
10827,Romeo,Reed,8/1/1977,15,3
10338,Otelia,Alexander,1/26/1998,1200,1
10778,Madie,Unknown,8/5/1976,371,1
10607,Jesenia,Wade,5/3/1970,637,2
10298,Renetta,Logan,8/8/2000,405,2
10559,Stephen,Hale,5/26/1990,713,2
10142,Xavier,Meyer,8/13/1976,785,2
10364,Dannielle,Bray,9/28/1994,1164,3
10340,Omar,Whitakr,1/15/1996,1183,1
10112,Gene,Lopez,10/1/1992,604,1
10020,Hilde,Kaufman,11/23/1968,1190,2
10949,Boyd,Dickson,2/18/1997,1172,1
10138,Max,Kim,2/22/1963,777,2
10700,Wendolyn,Powers,1/21/2000,564,3
10627,Keenan,Good,2/28/1991,782,1
10226,Thurman,Unknown,NaT,1020,2
10574,August,Lamb,6/9/1996,352,1
10203,Christopher,Randall,5/5/1995,405,2
11066,Warren,Lawrence,11/25/2000,65,3
10075,Cythia,Marshall,6/10/1966,1027,3
10640,Emil,Rocha,6/1/1963,86,3
10713,Gilbert,Bernard,NaT,1139,1
10695,Mirella,Gibson,3/16/1961,158,3
10760,Rolando,Serrano,4/24/1995,651,2
10899,Corliss,Willis,10/1/1969,331,1
10136,Isidro,Melendez,2/3/1984,894,1
10826,Onita,Christensen,1/15/1987,70,3
10105,Lance,Mcleod,4/21/2000,805,2
10852,Chung,Neal,8/6/1991,166,3
10998,Booker,Booth,10/27/1997,1184,2
10658,Emerson,Mathis,8/11/1970,91,2
10764,Willodean,Calhoun,6/9/1992,123,1
10451,Kurtis,Hanson,8/8/1965,625,2
10302,Lexie,Hendrix,3/28/1996,405,1
10624,Valene,Welch,2/23/1969,655,3
10494,Michel,Snider,12/28/1965,1061,2
10986,Hertha,Harmon,11/17/1961,628,3
10359,Loris,Chase,8/31/1970,455,3
11098,Amee,York,2/19/1976,85,2
10907,Carlee,Bradley,10/24/1960,542,1
10785,Cornell,Rosales,7/22/1961,869,1
10877,Londa,Sanchez,4/19/1986,324,2
10256,Leopoldo,Sweney,1/4/1991,1124,2
10331,Lynelle,Dyer,5/22/1990,575,2
10421,Dann,Gilbert,1/8/1986,792,3
11062,Yevette,Fernandez,7/24/1964,298,2
11039,Loren,Becker,8/26/1989,914,1
10773,Marchelle,Sexton,3/14/1972,932,3
10552,Colby,Harmon,4/9/1961,903,2
10842,Sherilyn,Middleton,8/8/1992,354,2
10526,Roman,Mcclain,7/25/1992,1031,2
11081,Sirena,Freeman,3/10/1978,822,3
10317,Michelina,Barber,8/27/1979,1115,3
10334,Zandra,Soto,10/23/1973,50,1
10202,Elizabeth,Tillman,1/7/1977,261,1
10583,Jeff,Rojas,10/11/1971,306,1
11034,Gonzalo,Rocha,10/15/1986,463,3
10268,Yahaira,Landry,4/21/1990,641,1
10040,Nenita,O'connor,7/3/1980,1127,1
10007,Rick,Rollins,11/3/1962,762,1
10329,Gwyn,Schneider,6/28/1995,1132,2
10250,Albertine,Baxter,12/10/1980,976,1
10549,Ray,Phelps,8/5/1977,393,2
10071,Brady,Irwin,8/11/1996,163,1
11067,Nicky,Parrish,3/10/1988,556,3
10113,Gaynelle,Mckee,9/20/1974,130,1
11021,Chanelle,Allen,12/18/1981,98,2
10193,Otha,Heath,10/4/1982,753,2
10056,Murray,Salazar,8/14/1975,509,2
10969,Wenona,Newton,7/19/1982,264,2
10143,Carol,Forbes,7/3/1981,902,1
10970,Deandrea,Mckinney,8/3/1981,60,3
10095,Vernetta,Hooper,5/18/1972,408,1
11019,Brain,Tucker,10/8/1987,665,2
10632,Kenton,Francis,9/8/1998,1209,3
10106,Jenine,Conner,1/5/2000,1180,3
10943,Chang,Mckee,6/9/1963,381,1
10482,Jetta,Vang,7/19/1999,1186,2
10506,Taylor,Barry,3/7/1972,151,1
10537,Ivory,Carter,5/24/1996,145,2
10798,Virgilio,Singleton,7/14/1999,299,3
10351,Valene,Perry,6/18/1967,524,1
10135,Ramiro,Hodge,5/18/1973,1190,1
10914,Tien,Dale,9/13/1983,697,1
10650,Inger,Burt,6/10/1962,3,3
10879,Ivan,Morton,7/13/1996,1035,2
10127,Jamie,Lynn,11/25/1978,325,1
11087,Unknown,Cortez,10/14/1969,63,3
10049,Gema,Mckenzie,9/16/1980,869,1
10882,Latrisha,Maxwell,10/6/2025,520,3
10073,Armanda,Mcguire,7/9/1991,1109,2
10844,Crissy,Mcclain,1/13/1985,359,3
10841,Marty,Berger,12/25/1969,684,2
10435,Teddy,Harmon,6/12/1970,745,3
10653,Faviola,Robertson,NaT,1067,2
10505,Audrie,Juarez,NaT,779,1
10124,Arlinda,Franks,11/6/1970,171,1
10756,Miesha,Thornton,5/28/1975,869,1
10567,Federico,Vaughn,2/13/1982,635,3
10909,Nathanael,Flynn,3/23/1962,900,3
10736,Cindie,Alston,5/24/2000,98,2
10779,Amal,Drake,1/26/1980,595,2
10865,Aurore,Dominguez,9/16/1976,280,1
10724,Shan,Robertson,6/27/1974,413,2
11011,Shanae,Holden,4/19/1976,363,3
11025,Romeo,Huff,11/13/1993,12,2
11008,Albertine,Moore,6/27/1964,558,3
10276,Rachell,Puckett,12/24/1978,1122,2
10175,Chance,Chavez,5/7/1993,1018,3
10402,Jacqulyn,Hansen,9/29/1968,737,1
10933,Anthony,Hurley,12/30/1980,369,3
10993,Rana,Briggs,9/19/1988,1176,2
10139,Lynna,Unknown,07.04.1981,439,1
10828,Zita,Unknown,11/25/1969,54,1
11032,Terina,King,3/1/1971,145,3
11063,Doria,Booth,9/3/1988,220,2
11061,Stuart,Justice,7/27/1966,627,3
10180,Mario,Shepherd,5/3/1975,892,1
10365,Ariel,Parks,7/9/1985,1001,2
10432,Unknown,Morton,8/8/1996,1188,3
11005,Kenneth,Sampson,2/10/1970,328,2
10206,Courtney,Martinez,5/25/1968,506,1
10686,Mellie,Walker,9/22/1978,1022,2
10227,Edison,Mcclain,2/3/1979,531,3
10431,Sima,Cleveland,10/18/1995,327,3
10876,Curtis,Vasquez,10/22/1983,1200,2
10890,Unknown,Warner,2/5/1969,746,3
10739,Bronwyn,Hatfield,11/4/1987,927,3
10963,Dirk,Baldwin,12/16/1973,490,1
10481,Jewell,Richmond,2/25/1961,536,3
11053,Morgan,Terry,7/18/1985,1138,3
10670,Mozella,Bentley,3/6/1977,837,2
10727,Alessandra,Moreno,1/4/1969,818,1
10702,Thresa,Hopkins,9/16/1998,517,2
10024,Nichol,Bullock,4/12/1960,1142,3
10500,Chauncey,Ward,2/11/1970,1062,2
10901,Dong,Charles,1/12/1961,1003,1
10197,Celestina,Mullins,6/18/1987,1093,1
10121,Gary,Berry,8/11/1964,360,3
10039,Jarred,Valentine,7/10/1961,776,3
10006,Fumiko,Case,1/23/1983,623,3
10023,Kayleigh,Hartman,4/20/1978,283,2
10604,Unknown,Boyle,10/18/1965,1149,3
10266,Sadye,Barnes,3/31/1963,230,1
10410,Jean,Albert,4/15/1967,700,2
10283,Pauletta,Whitney,1/5/1991,449,3
10387,Lynetta,Reese,3/24/1968,447,3
11023,Antwan,Mclean,11/19/2000,981,3
10249,Archie,Good,6/29/1998,675,3
10217,Tiesha,West,3/23/1988,209,3
10554,Eloda,Hester,9/8/1965,15,1
10972,My,Herring,9/8/1974,192,3
10547,Dusti,Maldonado,10/3/1996,943,2
10566,Dusty,Guzman,5/13/1999,82,1
10513,Song,Ellis,9/16/1978,983,1
10850,Laine,Montgomery,8/28/1989,1115,3
10151,Sherwood,Kemp,5/25/1997,557,1
10984,Valentine,Spencer,10/11/1960,1075,3
10534,Unknown,Wiggins,10/5/1962,741,3
11086,Kurt,Mack,4/3/1960,759,1
10703,Larry,Hughes,5/24/1971,755,2
10615,Yong,Gentry,4/23/1979,653,3
10735,Jonas,Santiago,1/6/1996,1015,3
10542,Mitch,Fry,9/16/1970,1007,3
10563,Jay,Lyons,5/20/1960,173,2
10603,Harley,Yates,7/25/1994,825,2
10183,Martin,Cox,9/17/1967,670,2
10921,Donovan,Wynn,6/28/1995,542,3
10068,Micha,Salinas,4/14/1995,1183,1
10535,Muoi,Horton,3/7/1966,843,2
10896,Kurt,Dominguez,2/14/1995,927,2
10000,Maybell,Acevedo,12/27/1979,1021,2
10708,Mitsuko,Hatfield,7/22/1968,794,1
10590,Gilberto,Winters,9/23/1988,501,1
10663,Keven,Holden,9/19/1976,815,2
10219,Glayds,Garcia,10/15/1993,408,2
10647,Jerica,Merrill,8/28/2000,1055,2
10393,Bebe,Marquez,3/20/1981,803,1
10316,Katia,Calhoun,9/5/1967,114,1
10753,Kathyrn,Simmons,9/26/1999,510,3
10287,Lorean,Mccarthy,1/22/1995,883,3
10758,Reita,Knowles,11/4/1991,591,1
10934,Danika,Barton,9/28/1994,370,3
10363,Cruz,Sampson,7/13/1997,770,3
10745,Horace,David,2/18/1983,997,3
10962,Jamar,Tyler,8/12/1992,747,3
10412,Trudi,Torres,12/18/1987,79,2
10965,Aracelis,Hubbard,11/3/1978,1049,3
10981,Gil,Rice,1/3/1985,1127,2
10669,Unknown,Keith,2/28/1998,715,1
10159,Tenesha,Skinner,8/10/1960,572,2
10235,Alane,Payne,10/3/1972,891,1
10982,Joella,Francis,7/18/1967,413,1
10415,Lamont,Juarez,4/8/1997,501,3
10589,Elias,Sherman,3/9/2026,185,2
10709,Cristobal,Copeland,2/16/1995,475,3
10920,Kaleigh,Wilkinson,9/20/1967,906,3
10261,Stuart,Rogers,3/17/1973,443,3
10263,Jame,Rodriguez,7/1/1963,643,1
10092,Clemente,Dawson,7/16/1992,405,1
10278,Norberto,Duran,5/9/1991,156,3
10137,Allan,Meadows,4/24/1962,148,2
10936,Albert,Gay,5/6/1981,665,1
10814,Sindy,Schultz,8/1/1978,428,1
10951,Tarah,Rosa,2/27/1962,331,2
10806,Justin,Hicks,9/8/1975,454,2
10388,Luther,Nelson,3/2/1988,549,1
10037,Anthony,Slater,12/1/1986,661,1
10414,Nga,Holt,11/29/1964,133,3
10108,Keenan,WaTters,5/11/1997,269,3
10111,Micha,Herrera,10/9/1993,531,3
11049,Vannessa,Manning,6/7/1967,1093,1
10573,Johnny,Estes,1/19/1995,774,3
10333,Unknown,Rush,7/17/1973,540,3
11073,Beau,Williams,2/15/1994,494,3
10079,Dave,Alvarez,11/29/1981,452,2
10752,Dan,Mayo,4/22/1997,974,3
10059,David,Campbell,5/9/1981,6,2
10177,Nga,Kirby,2/15/1969,430,3
10052,Roseline,O'neill,8/29/1966,863,3
11004,Tyler,Burt,4/30/1977,898,1
10498,Josiah,Russell,5/10/1967,750,1
10452,Cleotilde,Griffith,8/3/1962,747,2
10460,Sherly,Spears,11/18/1985,627,1
10439,Larraine,Estes,5/22/1979,798,1
10448,Sana,Patrick,2/3/1984,1073,1
10931,Unknown,Gill,5/27/1965,600,3
10379,Blondell,Britt,5/28/1984,683,2
10657,Eddie,Hayes,9/29/1995,1127,3
11041,Teodoro,Unknown,8/7/1979,433,2
10290,Gus,Holman,12/2/1966,797,1
10464,Loyce,Prince,8/3/1991,423,3
10070,Augustus,Patrick,4/17/1988,434,1
10413,Alejandrina,Church,5/5/1990,149,1
10633,Cherryl,Stephens,4/3/1979,571,3
10515,Eloy,Chaney,NaT,373,3
10782,Kimberli,Dunn,12/28/1963,42,3
10242,Jean,Richards,9/23/1981,69,2
10221,Kasey,Berger,12/3/1961,132,1
10734,Melita,Leach,10/26/1981,746,1
10928,Joshua,Hanson,12/18/1978,695,1
10955,Allena,Sears,1/25/1971,272,3
10085,Jeffrey,Willis,6/4/1993,59,2
10815,Eduardo,Keith,10/6/1963,411,2
10277,Douglas,Schultz,2/2/1997,87,3
10550,Sacha,Peters,11/14/1989,692,3
10767,Noah,Simpson,10/21/1981,432,3
10213,Jerrell,Morton,6/29/1998,674,1
10002,Romeo,Unknown,3/30/1985,392,1
10754,Lane,Rice,10/7/1967,78,3
10275,Noma,Chang,8/4/1977,748,2
10245,Harold,Pope,1/1/1965,994,3
10230,Janita,Lucas,9/9/1967,578,3
10407,Mozell,Trujillo,2/19/1996,210,2
10514,Nevada,Justice,9/12/1986,1018,1
10989,Lindsay,Booker,12/7/1992,334,2
11001,Inocencia,Flowers,1/7/1983,747,1
10892,Faustino,Ford,10/31/1975,471,3
10508,Jamee,Richmond,5/24/1961,580,3
10303,Mora,Palmer,2/1/1979,620,2
10878,Douglas,Schwartz,10/14/1975,109,2
11047,Babara,Mclean,11/19/1961,456,3
10097,Kallie,Travis,3/15/1981,649,3
10980,Unknown,Tucker,5/9/1971,423,2
10335,Brandon,Mayo,10/14/1963,381,2
10795,Damion,Montgomery,7/8/1987,950,1
10194,Malka,Pitts,5/7/1987,1200,3
10153,Duane,Haley,9/5/1983,195,3
10074,Margorie,Wiley,4/4/1992,222,3
10630,Jospeh,Hill,7/23/1964,255,2
11094,Tai,Delaney,12/4/1981,1168,1
10126,Jere,Wynn,7/28/1981,1170,1
10771,Darron,Cardenas,1/29/1990,499,2
10214,Jonie,Price,10/28/1986,1103,3
10082,Nickole,Harvey,7/25/1980,630,2
10977,Armando,Parks,1/13/1967,769,1
10166,Alfred,Mcgee,3/6/1994,467,3
10158,Andre,Barron,2/20/1971,149,3
10744,Chi,Jensen,5/31/1967,782,2
10286,Herbert,Stein,3/7/1970,161,2
10156,Albert,Gordon,7/16/1983,608,1
10662,Armand,Wallace,3/19/1963,965,3
10959,Larisa,Salas,2/3/1964,160,3
10058,Alexis,Goodwin,12/12/1964,409,1
11002,Bryan,Unknown,NaT,534,3
11040,Arlette,Carpenter,8/13/1966,826,2
10308,Ricarda,Bond,7/28/1991,712,3
10631,Eddy,Tran,11/25/1969,906,2
11016,Royce,Cook,2/23/1994,15,3
10269,Raleigh,Price,3/16/1977,1177,3
10470,Joline,Simpson,12/13/1999,422,3
10189,Ula,Bupns,NaT,603,3
10954,Gregorio,Nolan,9/30/1977,964,3
10697,Paul,Munoz,1/4/1975,1032,2
10824,Margarito,Woodard,4/26/1979,237,1
10377,Magaly,Mccullough,NaT,333,2
10325,Ted,Walton,8/30/1961,499,2
10328,Laverna,Hernandez,6/18/1966,619,3
10254,Nubia,Kane,8/20/1986,389,2
10545,Marquitta,Velasquez,9/1/1975,1053,2
10942,Viki,Dotson,10/5/1972,785,1
10690,Emerita,Villarreal,NaT,59,3
10485,Leana,Fitzgerald,6/17/1982,61,1
10510,Suzi,Page,8/30/1994,940,3
11051,Sherman,Macdonald,10/9/1966,904,3
10516,Keva,Mcneil,11/30/1989,766,2
10979,Hermine,Mcmahon,7/4/1986,1001,1
10343,Javier,Hurst,12/22/2000,573,1
10978,An,Gibbs,11/13/1971,1115,1
10486,Ethelene,Skinner,12/29/1990,385,3
10570,Michale,Duffy,9/11/1966,683,1
10054,Shon,Farrell,1/9/1965,871,3
10654,Claribel,Clayton,11/10/1993,466,1
10786,Pamella,Hernandez,2/5/1993,1168,1
10716,Mikaela,Weber,3/4/1980,1015,2
10862,Royal,Burris,12/6/1999,525,1
10031,Rozanne,Bradford,11/19/1977,256,2
10717,Jacelyn,Sloan,9/8/1988,215,2
10705,Johna,Trujillo,6/21/2000,536,3
10558,Xochitl,Sandoval,1/23/1992,1185,2
10973,Shane,Burnett,6/26/1965,937,3
11018,Katherina,Woods,11/14/1980,29,3
10772,Mariko,Mcknight,6/19/1997,626,3
10932,Clorinda,Saunders,12/16/1975,324,1
10950,Kermit,Sherman,6/12/1996,361,2
10314,Lynwood,Chambers,7/9/1972,1165,2
10880,Catherina,Cantu,5/27/1961,393,3
10674,Lashaun,Love,9/15/1970,656,3
10022,Jorge,Todd,3/17/1960,825,1
10218,Garry,Walker,9/5/1974,1102,1
10169,Delena,Mathews,6/18/1975,280,2
10192,Trey,Rivers,3/21/2000,447,3
10908,Deedra,Dudley,11/29/1969,336,1
10634,Lekisha,Silva,5/18/1988,1152,2
10851,Tyron,Workman,7/10/1977,348,1
10731,Shaneka,Stout,1/28/1977,88,2
10375,Will,Daugherty,10/20/1978,294,2
10893,Roosevelt,Wilkinson,5/10/1995,654,3
10348,Malisa,Mcneil,2/7/1972,358,2
10557,Loyd,Baird,2/4/1963,47,2
10797,Thomas,Rocha,NaT,732,3
10948,Emeline,Levy,2/13/1976,844,3
10617,Jeannetta,Mercado,7/4/1983,774,3
10884,Fredricka,Mercado,1/24/1993,393,1
10011,Vernon,Wade,4/2/1969,282,2
10749,Ayako,Sweet,9/10/1991,1177,2
10210,Annamaria,Delaney,4/1/1986,1101,1
11044,Chang,Atkinson,3/20/1992,566,1
10060,Teisha,Watson,5/31/1972,61,3
10608,Val,Lyons,7/14/1980,261,1
11091,Hang,Henderson,7/17/1984,540,3
10184,Tinisha,Velez,7/30/1963,774,2
10661,Marcelo,Mosley,8/4/1968,161,2
10768,Ling,Savage,11/8/1986,777,2
10625,Laurice,Shannon,9/19/1983,1134,1
10225,Britt,Hamilton,7/9/1973,328,1
10186,Petrina,Buckner,9/24/1982,742,2
10026,Long,Aguilar,7/5/1968,746,2
11015,Barrett,Wise,10/3/1969,335,1
10391,Cammy,Melton,4/3/1981,916,1
10787,Darrick,Adkins,5/4/1993,477,2
10897,Yessenia,Charles,9/1/1975,131,2
10612,Eli,Welch,9/4/1982,356,3
10463,Carl,Rogers,7/6/1979,1062,3
10309,Jaymie,Harvey,9/6/1988,859,1
10958,Tawny,Holder,1/13/1967,1061,2
10946,Cleopatra,Rocha,4/10/1998,66,2
10061,Mickey,Austin,9/2/1973,349,1
11096,Lenard,Banks,2/6/1972,503,3
10344,Weston,Benson,4/1/1974,103,3
10012,Deedra,Keith,8/28/1970,76,2
10636,Buster,Peters,3/18/1980,459,2
10710,Michel,Wall,9/12/1982,831,2
10728,Linn,Everett,6/22/1977,957,3
10810,Mauro,Quinn,9/10/1993,1143,2
10246,Carmelo,Moses,5/9/1996,997,1
11072,Murray,Irwin,7/25/1999,977,2
10995,Edwardo,Kane,9/5/1973,934,2
10780,Timothy,Barnett,7/7/2000,1006,3
10288,Kaila,Woods,4/18/1978,730,1
10885,Delorse,Briggs,6/10/1972,428,1
10055,Coletta,Wong,5/7/1990,279,1
10327,Lashawna,Medina,NaT,869,3
11099,Mammie,Carr,10/4/1998,156,1
10895,Marya,Robertson,10/15/1995,923,3
10264,Sheldon,Koch,12/8/1971,520,1
10015,Alonso,Huffman,1/30/1972,829,2
10083,Ronald,Burks,2/10/1960,244,1
11013,Irwin,Lindsey,10/14/1997,1032,3
11084,Miki,Combs,6/27/1967,308,3
10465,Sharika,Gegory,11/12/1987,967,2
10398,Grover,Curtis,8/24/1997,340,3
10350,Scott,Dunlap,9/2/1991,831,3
10357,Tyree,Rojas,9/3/1993,330,2
10927,Clark,Stuart,8/21/1960,229,2
10323,Alaine,Russell,10/31/1964,643,3
10306,aanny,Cleveland,12/6/1991,380,3
10935,Mel,Humphrey,8/8/1971,616,3
10887,Samuel,Frost,10/1/1963,822,3
10260,Celinda,Dillon,1/6/1991,1071,3
10543,Faustina,Irwin,6/10/1979,966,1
10721,Kit,Bowman,2/13/2000,361,2
